,Ticker,PreCovidMedianPrice,PreCovidMeanPrice,CovidMinPrice,CurrentPrice,PriceDipPercent,PriceRecoveryPercent,RemainingDipPercent
3152,BAX,83.96,83.84,71.57,77.6,14.64,7.19,7.45
360,HSTM,27.22,27.19,18.18,25.17,33.14,25.71,7.44
1222,EAF,12.67,12.69,5.86,11.75,53.83,46.41,7.42
1526,HES,65.06,65.21,28.91,60.38,55.66,48.26,7.4
1609,CME,205.43,206.94,139.54,191.74,32.57,25.23,7.34
287,CF,47.36,47.41,21.14,43.97,55.41,48.16,7.25
36,CHCO,79.28,78.55,55.18,72.88,29.75,22.53,7.22
2754,UNTY,22.02,21.87,9.87,20.29,54.86,47.65,7.21
2376,CNA,45.06,46.01,26.0,42.69,43.49,36.28,7.21
1241,LEG,50.76,47.05,22.47,43.66,52.24,45.04,7.21
777,ASB,20.68,20.86,10.85,19.36,47.99,40.8,7.19
1458,MSGS,192.91,194.21,136.41,180.27,29.76,22.59,7.18
1286,WEC,92.17,91.75,70.89,85.17,22.74,15.56,7.17
1623,EB,18.67,18.87,5.86,17.53,68.95,61.83,7.12
351,B,58.45,56.4,32.66,52.44,42.09,35.07,7.02
1871,SIGI,69.4,70.76,41.31,65.79,41.62,34.6,7.02
993,IBCP,22.14,21.85,9.63,20.32,55.93,48.93,7.0
1955,NRIM,38.42,38.57,19.63,35.91,49.1,42.21,6.89
2953,NAT,3.61,3.39,2.46,3.16,27.46,20.64,6.82
2594,KELYA,22.9,22.97,10.45,21.41,54.5,47.72,6.79
920,CMA,67.0,67.72,26.05,63.2,61.53,54.86,6.68
94,SCU,19.42,19.33,9.65,18.05,50.08,43.45,6.63
147,MO,46.25,46.02,31.38,42.97,31.82,25.18,6.63
1717,MATW,36.77,36.07,17.87,33.7,50.46,43.89,6.57
3234,LCNB,18.02,18.07,10.8,16.89,40.22,33.71,6.51
1610,QEP,3.61,3.63,0.28,3.4,92.3,85.83,6.46
1170,CBRL,158.93,159.05,56.72,148.88,64.34,57.95,6.39
2332,NFG,45.93,46.15,33.1,43.2,28.27,21.89,6.39
635,GRC,36.14,35.61,22.63,33.34,36.46,30.07,6.38
2198,TARO,80.52,83.28,54.4,77.98,34.67,28.32,6.36
1033,RFIL,6.3,6.63,3.63,6.21,45.25,38.91,6.33
1993,REVG,12.44,12.19,3.78,11.42,68.99,62.68,6.31
3291,RBNC,22.54,22.76,9.74,21.33,57.21,50.92,6.29
1200,LUMN,13.1,13.2,8.62,12.37,34.7,28.41,6.29
1749,HURC,34.55,34.53,20.61,32.36,40.31,34.03,6.28
2026,CNQ,27.15,27.4,7.74,25.69,71.75,65.51,6.24
2979,POST,105.57,104.87,71.55,98.33,31.77,25.54,6.23
1950,CVA,14.92,15.75,6.81,14.77,56.76,50.54,6.22
670,CHMA,5.25,5.21,2.98,4.89,42.79,36.67,6.13
809,KRMD,4.03,4.5,3.78,4.22,15.91,9.79,6.12
2266,VTRS,18.9,19.14,13.26,18.0,30.73,24.76,5.97
2633,RRGB,31.21,30.6,5.18,28.81,83.07,77.22,5.85
2602,SMBC,36.65,36.64,19.73,34.5,46.15,40.31,5.84
1509,MANU,17.01,17.25,12.55,16.26,27.25,21.51,5.75
681,PLAY,40.18,40.23,4.87,37.92,87.89,82.15,5.74
1876,BSX,42.2,41.97,25.83,39.57,38.45,32.74,5.71
2972,GFN,9.91,9.58,4.86,9.04,49.28,43.63,5.65
2281,ALSN,46.56,46.45,26.87,43.84,42.16,36.53,5.63
142,FOX,33.6,33.43,19.81,31.55,40.75,35.11,5.63
1975,AXTA,29.79,29.72,13.67,28.06,54.01,48.41,5.6
2943,NTWK,5.13,4.76,2.02,4.5,57.61,52.05,5.56
2307,WRB,69.72,69.99,43.36,66.11,38.05,32.5,5.55
319,ESSA,16.51,16.54,10.56,15.62,36.14,30.6,5.54
711,CUTR,31.5,32.83,9.19,31.01,72.01,66.47,5.54
2785,CKH,44.4,44.77,23.09,42.29,48.42,42.89,5.53
1548,SKX,38.27,38.53,20.61,36.43,46.5,41.06,5.44
992,SAFM,155.32,156.85,106.58,148.32,32.05,26.61,5.44
495,AGR,50.05,50.13,36.14,47.4,27.9,22.46,5.44
179,ALCO,33.59,33.45,23.01,31.64,31.22,25.8,5.42
412,BOH,88.01,88.09,47.37,83.36,46.23,40.86,5.37
612,USAS,2.88,2.9,1.33,2.74,54.07,48.7,5.37
2250,VMW,153.31,155.08,93.01,146.8,40.03,34.68,5.34
751,HWC,40.16,39.96,15.4,37.84,61.46,56.15,5.31
264,DTE,128.57,127.77,76.81,121.0,39.88,34.59,5.3
2738,LUV,54.84,55.16,23.87,52.24,56.73,51.43,5.29
2545,CSWC,21.75,21.66,8.03,20.53,62.93,57.7,5.23
2578,CIT,44.97,44.92,13.33,42.61,70.33,65.18,5.14
3048,EVOP,27.92,27.8,12.53,26.38,54.93,49.81,5.12
3084,AEE,76.19,76.42,61.37,72.59,19.7,14.68,5.02
1511,EXC,45.41,46.05,29.98,43.74,34.89,29.88,5.01
102,MKL,1143.2,1147.46,742.21,1090.13,35.32,30.32,5.0
3037,SAR,25.05,25.04,8.4,23.8,66.46,61.49,4.97
962,FMNB,14.97,15.05,10.15,14.3,32.54,27.58,4.96
89,MDU,28.75,28.53,15.53,27.13,45.57,40.66,4.92
2167,FFIC,21.11,21.01,9.4,19.99,55.27,50.4,4.87
819,ESQ,24.15,24.28,11.7,23.11,51.8,47.0,4.8
1533,SHOO,41.18,39.18,17.63,37.31,55.0,50.23,4.77
199,CCEP,53.44,53.35,29.71,50.81,44.31,39.55,4.75
3069,TOWN,28.06,27.9,15.52,26.58,44.38,39.63,4.75
1378,AUB,37.78,37.66,19.53,35.88,48.14,43.41,4.73
2008,OSIS,99.92,100.33,54.26,95.6,45.92,41.2,4.71
2626,H,76.29,77.37,36.56,73.77,52.75,48.09,4.66
595,FNCB,7.93,7.86,5.13,7.5,34.74,30.15,4.59
2709,IPI,30.8,28.72,7.0,27.41,75.63,71.07,4.56
1789,HMLP,15.46,15.47,5.1,14.77,67.04,62.5,4.54
1432,USM,35.37,35.67,25.31,34.05,29.04,24.5,4.54
820,IHRT,14.83,14.99,4.79,14.31,68.04,63.51,4.53
1080,GLMD,4.68,4.82,3.06,4.61,36.56,32.13,4.43
1171,GL,97.8,98.4,58.15,94.1,40.9,36.54,4.37
3262,NEWT,22.7,22.64,9.75,21.65,56.93,52.57,4.36
471,NAVI,13.72,13.37,5.0,12.8,62.62,58.32,4.3
1396,FHN,16.25,16.23,6.81,15.53,58.04,53.73,4.3
449,GHL,16.2,15.7,7.99,15.03,49.11,44.84,4.27
3079,FBP,10.41,10.31,3.73,9.87,63.82,59.55,4.27
587,BXS,30.93,30.48,17.58,29.19,42.33,38.09,4.24
921,CYRN,1.6,1.55,0.59,1.48,61.81,57.6,4.21
640,VSEC,38.04,36.52,13.83,35.0,62.13,57.97,4.15
1211,PEBO,32.69,32.58,18.43,31.24,43.44,39.31,4.13
338,SYY,79.46,80.23,31.24,76.92,61.06,56.94,4.13
1735,BWXT,59.9,59.45,42.03,56.99,29.3,25.16,4.13
3233,L,50.61,50.49,28.8,48.42,42.96,38.86,4.09
2592,BOCH,11.25,11.16,5.84,10.7,47.66,43.56,4.09
585,AMPH,19.56,19.64,12.66,18.86,35.55,31.56,3.99
781,JCS,5.93,5.92,3.76,5.69,36.54,32.57,3.97
1891,RCI,48.47,48.65,32.41,46.74,33.38,29.46,3.92
1838,KMPR,74.36,74.98,56.04,72.08,25.26,21.39,3.86
2472,PXS,1.21,1.31,0.65,1.26,50.62,46.78,3.84
472,HAL,20.48,20.84,4.61,20.04,77.88,74.04,3.84
2877,GSIT,7.67,7.8,4.91,7.51,37.08,33.32,3.76
2404,FOXA,34.0,33.97,20.2,32.69,40.53,36.77,3.76
2199,AYI,129.33,129.6,71.08,124.86,45.15,41.5,3.66
2568,THFF,43.99,43.85,28.98,42.26,33.91,30.29,3.62
72,AFG,107.76,106.87,46.98,103.04,56.04,52.46,3.58
116,IPAR,71.25,71.31,35.29,68.79,50.51,46.98,3.53
966,DIN,75.42,76.67,17.0,73.97,77.83,74.3,3.53
111,SMBK,21.91,21.77,11.9,21.0,45.33,41.8,3.53
3274,SCX,5.6,5.63,2.55,5.43,54.69,51.18,3.51
2111,BHB,25.25,25.0,13.77,24.14,44.91,41.49,3.42
2838,JWN,36.6,36.0,11.79,34.78,67.25,63.86,3.39
1099,ASRT,1.12,1.07,0.34,1.03,68.11,64.72,3.39
2521,CDZI,11.6,11.69,8.76,11.3,25.07,21.73,3.34
2954,WMB,23.12,23.28,9.25,22.5,60.26,56.93,3.33
1674,BEN,27.32,27.49,15.3,26.59,44.33,41.08,3.26
2514,HBNC,18.39,18.07,7.97,17.48,55.89,52.64,3.25
596,PEG,61.17,60.79,36.86,58.81,39.36,36.11,3.25
1081,KN,21.5,21.29,11.52,20.6,45.88,42.65,3.23
499,HOG,36.72,36.62,15.04,35.44,58.93,55.71,3.22
2552,CRI,100.15,99.21,62.8,96.03,36.7,33.5,3.2
193,AEGN,21.47,21.42,12.11,20.74,43.46,40.29,3.18
2295,EBF,20.29,20.39,14.23,19.74,30.2,27.03,3.17
2477,NSP,96.42,90.01,26.11,87.18,70.99,67.85,3.14
937,ECPG,34.98,34.85,16.84,33.78,51.68,48.61,3.08
3013,PFBC,53.88,54.38,28.4,52.72,47.77,44.72,3.05
268,FCN,108.75,109.05,97.01,105.74,11.04,8.01,3.03
3259,SVVC,6.93,6.84,2.93,6.63,57.14,54.12,3.03
22,PLOW,47.46,48.98,26.01,47.5,46.89,43.88,3.01
675,SBSI,35.04,35.05,23.7,34.0,32.39,29.38,3.01
2337,AGLE,7.9,7.95,3.51,7.71,55.82,52.86,2.97
1933,CVBF,21.34,21.17,15.14,20.55,28.49,25.55,2.94
2800,HWM,27.86,28.56,10.59,27.74,62.92,60.04,2.88
1729,PNM,50.58,50.38,29.93,48.93,40.59,37.72,2.87
678,UVSP,25.91,25.85,13.76,25.12,46.77,43.95,2.82
2129,NTRS,102.35,100.47,62.22,97.65,38.07,35.27,2.8
1820,MAR,131.75,132.72,59.08,129.09,55.48,52.75,2.73
1705,ENB,36.64,36.8,23.74,35.81,35.49,32.8,2.69
2678,OBNK,35.04,34.83,17.23,33.9,50.53,47.87,2.66
2247,WTBA,23.91,23.27,15.21,22.67,34.65,32.05,2.59
1857,AMK,26.75,26.46,14.87,25.78,43.81,41.23,2.58
2519,YUM,102.17,106.07,56.52,103.36,46.71,44.16,2.55
1917,ARCC,18.65,18.64,8.08,18.17,56.66,54.12,2.54
405,PQG,15.94,15.94,8.75,15.54,45.12,42.58,2.54
3085,AC,36.51,37.15,26.05,36.23,29.88,27.4,2.47
1919,KMB,135.82,135.48,112.34,132.19,17.08,14.65,2.43
344,CBTX,29.21,29.05,13.42,28.36,53.81,51.42,2.39
2411,ACCO,9.51,9.51,3.89,9.29,59.11,56.77,2.34
2384,CCF,115.02,113.65,55.05,111.0,51.56,49.23,2.33
2910,HBAN,14.65,14.56,6.83,14.22,53.09,50.76,2.33
605,COKE,282.65,284.31,192.57,277.8,32.27,29.98,2.29
2002,HTLF,46.72,46.55,26.35,45.5,43.39,41.14,2.26
2689,UMPQ,16.41,16.56,9.27,16.19,44.01,41.79,2.22
2259,SSB,80.18,79.87,42.9,78.1,46.29,44.07,2.21
3277,ACEL,10.29,10.74,5.6,10.51,47.86,45.72,2.14
137,AL,44.83,44.44,10.81,43.51,75.67,73.59,2.09
1537,FFG,57.57,57.77,30.51,56.58,47.19,45.13,2.06
2840,MESA,7.33,7.58,2.13,7.42,71.88,69.83,2.05
2645,DGICA,14.62,14.6,11.6,14.3,20.53,18.5,2.03
2015,HRC,105.23,105.44,74.88,103.37,28.99,27.02,1.97
2062,SRPT,89.08,97.15,82.29,95.28,15.3,13.37,1.92
2641,CNOB,24.55,23.81,9.59,23.36,59.72,57.83,1.89
540,OSMT,4.28,4.93,2.83,4.84,42.63,40.74,1.89
2868,PFG,54.97,55.1,24.16,54.06,56.15,54.27,1.89
3173,WYNN,118.35,119.6,43.02,117.41,64.03,62.2,1.83
2696,BNS,56.6,56.6,32.16,55.59,43.18,41.39,1.79
80,FTS,41.36,41.19,29.08,40.48,29.4,27.68,1.72
2715,NTP,8.94,8.85,3.76,8.7,57.52,55.82,1.7
1684,BKR,22.54,22.93,9.33,22.55,59.31,57.65,1.67
2544,PFE,35.15,35.4,27.03,34.82,23.64,22.0,1.64
998,SRI,30.68,30.95,13.91,30.47,55.06,53.51,1.55
2068,WEN,21.04,21.07,7.47,20.75,64.55,63.02,1.53
2354,AMWD,99.23,97.28,35.89,95.8,63.11,61.59,1.52
1063,ICFI,85.03,84.72,51.08,83.45,39.71,38.21,1.5
755,CLBK,16.4,16.3,10.66,16.06,34.61,33.13,1.48
1597,SO,61.77,61.64,43.23,60.73,29.87,28.39,1.48
1479,CJJD,1.26,1.35,0.9,1.33,33.29,31.87,1.42
2983,BCBP,13.0,13.18,7.86,13.0,40.37,38.99,1.38
3289,M,15.58,15.73,4.43,15.52,71.84,70.5,1.34
1894,BELFB,15.63,15.93,6.44,15.72,59.57,58.26,1.31
1210,GLT,17.54,16.69,9.92,16.48,40.57,39.3,1.27
624,FBMS,33.18,33.13,16.19,32.74,51.14,49.95,1.19
684,XEL,63.15,62.98,50.0,62.25,20.61,19.45,1.16
2810,TFC,53.58,53.58,25.69,52.97,52.05,50.92,1.14
2050,ALL,108.26,108.61,73.23,107.38,32.58,31.44,1.13
2924,HEES,31.96,31.27,9.55,30.92,69.46,68.34,1.12
1523,HOLI,15.15,15.29,9.83,15.12,35.72,34.59,1.12
2909,IONS,61.0,60.28,41.6,59.73,30.99,30.07,0.92
3082,AGM,83.06,83.14,43.02,82.42,48.26,47.39,0.87
3187,FBNC,38.03,37.78,19.31,37.46,48.89,48.04,0.86
3196,GIB,79.03,80.04,46.85,79.45,41.47,40.73,0.74
2080,UONEK,1.96,1.99,0.63,1.98,68.41,67.69,0.73
3309,SNDR,22.33,22.35,16.61,22.2,25.69,25.01,0.68
2221,SJW,70.11,70.03,49.48,69.65,29.35,28.8,0.55
1752,FIS,133.53,134.06,102.45,133.43,23.58,23.11,0.47
68,OCSI,8.18,8.19,4.57,8.15,44.19,43.72,0.47
370,ZEUS,15.2,15.45,7.87,15.39,49.08,48.66,0.41
2584,UA,17.85,17.77,6.89,17.7,61.23,60.83,0.39
158,TBPH,19.49,20.08,14.78,20.0,26.36,25.97,0.39
2640,CSL,154.76,152.07,100.3,151.47,34.04,33.65,0.39
2185,TSBK,27.76,27.78,14.08,27.67,49.31,48.93,0.38
1082,LOPE,95.79,96.57,59.33,96.27,38.57,38.25,0.32
3188,NUE,54.36,53.86,28.42,53.7,47.24,46.93,0.31
2804,PAHC,22.81,22.79,16.44,22.72,27.87,27.55,0.31
1387,AAP,158.78,158.92,75.03,158.44,52.79,52.49,0.3
2963,PFC,30.15,29.68,11.5,29.59,61.25,60.95,0.3
1269,WHD,30.05,30.1,8.41,30.01,72.06,71.77,0.28
3056,INDB,83.01,79.72,50.12,79.5,37.13,36.85,0.28
747,PFLT,11.66,11.82,3.75,11.79,68.27,68.03,0.24
1142,HSY,149.12,149.64,111.43,149.33,25.54,25.33,0.21
905,GLAD,9.9,9.93,4.29,9.92,56.81,56.68,0.14
2750,SWM,40.49,40.29,21.0,40.26,47.88,47.81,0.07
2755,CPB,46.87,47.14,41.41,47.12,12.16,12.11,0.04
2143,APOG,37.92,37.81,14.45,37.81,61.78,61.78,-0.0
2478,PXD,130.74,133.01,56.77,133.05,57.32,57.35,-0.03
560,CYCC,8.4,9.14,3.21,9.15,64.89,64.96,-0.07
2998,BY,18.25,18.24,8.55,18.26,53.12,53.24,-0.12
1850,HGV,34.47,34.12,10.53,34.17,69.14,69.29,-0.15
1553,PB,70.47,70.31,43.07,70.42,38.74,38.9,-0.16
580,STL,20.46,20.36,7.48,20.39,63.25,63.42,-0.17
919,OXM,72.33,72.39,31.56,72.52,56.4,56.59,-0.19
3036,IRWD,10.04,10.64,8.58,10.66,19.34,19.55,-0.21
2628,NBHC,35.3,35.27,20.55,35.37,41.73,42.02,-0.28
1028,BDX,254.71,255.85,200.58,256.82,21.6,21.98,-0.38
2945,NTB,33.23,32.67,15.03,32.81,54.0,54.42,-0.43
1359,CAE,25.57,25.67,9.94,25.78,61.27,61.71,-0.44
1172,ONB,18.06,17.83,11.71,17.91,34.33,34.77,-0.44
1347,PANL,3.2,3.14,1.62,3.16,48.48,48.98,-0.5
2878,CSTM,13.81,13.63,4.13,13.7,69.7,70.21,-0.51
410,WTM,1083.9,1087.82,696.04,1093.97,36.02,36.58,-0.56
1371,MRCY,72.76,74.58,57.1,75.0,23.44,24.0,-0.57
2627,CERC,3.39,3.61,1.7,3.63,52.87,53.51,-0.64
2279,IAG,3.54,3.56,1.88,3.58,47.12,47.82,-0.7
1460,BIIB,285.43,266.99,236.26,268.93,11.51,12.24,-0.72
3278,WM,112.94,113.49,87.87,114.38,22.57,23.36,-0.78
855,PINC,35.83,34.98,27.4,35.25,21.66,22.44,-0.78
3103,DLTR,110.35,106.2,65.57,107.07,38.26,39.08,-0.82
1566,CCX,10.22,10.17,9.34,10.26,8.16,9.05,-0.88
578,WTFC,66.27,66.25,24.31,66.84,63.31,64.19,-0.88
2989,NM,4.85,4.94,1.45,4.98,70.62,71.52,-0.89
2673,IFF,122.99,126.12,94.28,127.25,25.24,26.14,-0.9
630,TUFN,17.02,17.1,6.19,17.26,63.81,64.72,-0.91
3028,KALU,107.48,104.62,50.5,105.59,51.73,52.65,-0.92
2460,PKOH,31.67,31.29,11.37,31.58,63.67,64.58,-0.92
2175,BOKF,80.94,81.06,35.4,81.81,56.33,57.26,-0.93
2542,KSS,50.57,50.61,11.51,51.09,77.26,78.21,-0.95
1702,GTN,17.19,18.03,8.81,18.21,51.13,52.14,-1.0
2731,JAKK,8.4,8.71,3.1,8.8,64.42,65.43,-1.01
2675,CARG,34.9,34.79,15.93,35.17,54.22,55.28,-1.06
1633,VLY,11.42,11.36,6.29,11.48,44.61,45.7,-1.09
2241,METC,3.57,3.65,1.96,3.69,46.25,47.45,-1.2
2747,LW,77.75,78.74,45.01,79.71,42.84,44.07,-1.23
1118,TNC,73.43,73.51,48.91,74.44,33.47,34.73,-1.26
2200,PCTI,8.39,8.1,4.25,8.2,47.51,48.78,-1.27
1321,IBOC,41.48,40.78,16.84,41.32,58.71,60.03,-1.32
2557,DUK,93.53,92.36,64.15,93.6,30.54,31.89,-1.34
2808,SFST,41.3,41.3,21.64,41.9,47.61,49.05,-1.45
2833,SXC,5.78,5.8,2.58,5.89,55.55,57.02,-1.47
1754,GNTY,31.96,31.71,20.79,32.18,34.44,35.92,-1.48
1815,FMBH,34.9,34.78,19.93,35.35,42.7,44.33,-1.64
573,OEC,17.11,17.61,6.35,17.9,63.94,65.59,-1.65
2273,HNGR,22.76,23.07,11.58,23.45,49.8,51.46,-1.66
3159,KEY,18.38,18.61,8.16,18.92,56.14,57.83,-1.69
1372,FPH,6.9,6.99,3.83,7.11,45.22,46.92,-1.7
2227,COG,17.58,17.51,13.51,17.81,22.85,24.55,-1.7
2812,PHAS,4.1,4.37,2.68,4.45,38.72,40.47,-1.75
2148,FIBK,41.88,41.47,25.82,42.2,37.74,39.5,-1.76
2630,ADP,164.15,164.99,109.07,167.92,33.89,35.67,-1.77
2483,BDC,53.07,52.97,27.88,53.92,47.37,49.16,-1.8
1911,PVH,92.39,93.56,29.05,95.24,68.95,70.75,-1.8
2296,TPRE,9.67,9.79,6.04,9.97,38.32,40.13,-1.81
3106,CRY,24.73,25.43,14.66,25.9,42.35,44.2,-1.85
940,TCF,41.09,41.07,18.35,41.85,55.32,57.22,-1.91
2580,MFC,18.88,18.84,8.9,19.2,52.75,54.68,-1.93
52,CR,81.67,81.62,38.68,83.21,52.61,54.55,-1.94
731,XRAY,55.06,54.81,31.9,55.88,41.8,43.75,-1.94
934,TSLX,21.28,21.18,11.3,21.59,46.65,48.58,-1.94
2481,NODK,17.06,17.08,10.33,17.42,39.54,41.5,-1.96
1525,CUB,68.88,68.24,32.31,69.6,52.65,54.64,-1.99
2099,WINA,177.48,178.05,115.12,181.6,35.34,37.34,-2.0
2921,GPC,103.31,101.41,50.29,103.58,50.41,52.55,-2.14
1467,PVG,11.17,10.99,5.49,11.24,50.07,52.3,-2.23
349,FBK,38.26,38.15,15.28,39.0,59.95,62.17,-2.23
1665,WHF,13.95,13.92,6.08,14.24,56.33,58.61,-2.28
129,DESP,11.32,11.59,5.03,11.86,56.62,58.91,-2.3
2216,PCYO,11.23,11.51,7.93,11.78,31.12,33.44,-2.33
312,JLL,148.65,153.14,81.48,156.71,46.79,49.13,-2.33
1716,AROC,9.68,9.55,2.1,9.78,78.01,80.41,-2.4
2405,RPLA,9.95,9.94,9.5,10.18,4.44,6.84,-2.4
1603,CECE,7.56,7.43,3.71,7.61,50.07,52.49,-2.42
978,VRRM,14.3,14.37,5.85,14.72,59.28,61.74,-2.46
2530,PLAB,11.75,12.23,8.57,12.54,29.93,32.46,-2.53
3117,NATI,42.34,42.09,21.27,43.16,49.47,52.0,-2.53
2884,ZION,48.89,47.41,24.08,48.65,49.21,51.83,-2.62
3022,SON,58.37,58.91,37.92,60.47,35.63,38.28,-2.64
736,INGR,82.85,83.44,60.8,85.64,27.13,29.77,-2.64
1143,JNPR,24.44,24.5,17.28,25.15,29.48,32.12,-2.64
39,SPOK,11.9,11.85,8.63,12.17,27.17,29.87,-2.7
3269,TGA,1.27,1.29,0.34,1.32,73.55,76.25,-2.7
3295,FLO,21.81,21.96,17.74,22.56,19.23,21.94,-2.71
2058,MFIN,6.38,6.4,1.32,6.58,79.39,82.14,-2.75
1048,NVEC,64.84,66.17,43.25,68.0,34.64,37.4,-2.77
1546,GBLI,26.01,26.47,20.14,27.21,23.92,26.71,-2.79
1160,ES,83.02,83.16,62.23,85.51,25.17,27.99,-2.82
1406,PSEC,6.52,6.53,3.78,6.72,42.16,44.99,-2.84
2735,LBTYA,24.49,24.29,15.58,24.98,35.85,38.7,-2.85
217,LNDC,11.03,10.8,7.59,11.11,29.74,32.59,-2.85
3239,DYAI,6.0,5.96,2.58,6.13,56.71,59.57,-2.86
1938,WEX,201.58,201.81,83.23,207.69,58.76,61.67,-2.92
2120,CATC,78.51,77.72,45.17,80.0,41.88,44.81,-2.93
1221,CATY,36.23,36.13,18.68,37.19,48.29,51.24,-2.95
2918,EGBN,44.95,44.91,25.05,46.25,44.23,47.2,-2.98
3347,BMO,75.07,74.54,38.71,76.79,48.07,51.09,-3.02
2468,CCOI,58.99,59.7,54.09,61.54,9.4,12.48,-3.08
49,INSE,7.15,7.16,1.9,7.38,73.46,76.56,-3.1
2794,NEWR,64.52,63.87,36.09,65.88,43.5,46.64,-3.14
588,PEP,136.34,136.1,103.93,140.4,23.64,26.8,-3.16
1549,CMD,72.84,75.05,21.76,77.44,71.01,74.19,-3.18
505,HMHC,5.88,5.81,1.08,6.0,81.41,84.67,-3.26
2566,LC,13.03,13.2,4.41,13.64,66.6,69.91,-3.31
170,GIX,9.86,9.87,9.62,10.2,2.54,5.88,-3.34
1360,MOV,24.14,23.53,8.74,24.33,62.86,66.25,-3.39
1237,FLIR,52.97,52.78,25.52,54.58,51.65,55.06,-3.41
1035,CHRS,18.75,19.0,11.67,19.65,38.58,42.0,-3.41
3286,MERC,12.3,12.33,5.89,12.75,52.22,55.65,-3.43
1199,RCMT,2.91,2.91,1.12,3.01,61.51,64.95,-3.44
866,EIGR,11.48,11.73,4.91,12.13,58.13,61.57,-3.44
1483,BRQS,1.8,1.82,0.85,1.88,53.18,56.73,-3.55
1303,FVCB,17.35,17.48,9.4,18.1,46.22,49.77,-3.55
55,SAND,6.44,6.36,3.88,6.59,39.02,42.59,-3.57
2011,CBIO,5.48,5.68,3.5,5.89,38.4,42.06,-3.66
402,CASI,3.26,3.28,1.44,3.4,56.09,59.76,-3.67
1381,PVBC,11.77,11.9,7.27,12.34,38.9,42.61,-3.71
1669,TRIP,37.5,34.97,14.45,36.28,58.68,62.42,-3.74
0,CSCO,47.32,47.11,33.2,48.94,29.53,33.41,-3.88
2926,FISV,106.68,109.13,77.0,113.4,29.44,33.36,-3.91
85,VPG,33.99,33.67,17.78,34.99,47.2,51.11,-3.92
1804,SASR,35.23,35.14,18.64,36.53,46.96,50.9,-3.94
664,MDLZ,54.08,53.9,41.93,56.02,22.2,26.14,-3.94
1113,MAN,91.98,89.96,51.67,93.52,42.56,46.52,-3.96
2610,CBNK,14.19,14.02,6.98,14.57,50.2,54.16,-3.96
281,CRSA,9.9,9.9,9.51,10.29,3.97,7.93,-3.96
2616,TD,56.82,56.68,33.83,58.97,40.31,44.36,-4.04
2872,HESM,20.62,20.6,6.24,21.43,69.71,73.75,-4.04
2335,CACI,228.41,230.67,168.21,240.13,27.08,31.18,-4.1
3292,NWPX,30.5,30.52,19.33,31.77,36.65,40.77,-4.11
501,ARD,18.45,18.0,9.49,18.75,47.28,51.44,-4.15
1767,CBPO,115.27,113.67,99.15,118.4,12.78,16.93,-4.16
1929,DHIL,136.82,138.94,81.7,144.78,41.2,45.4,-4.2
637,WWD,109.18,111.82,50.24,116.64,55.07,59.38,-4.31
3168,PRG,51.54,53.19,12.72,55.48,76.08,80.39,-4.31
1287,QCRH,40.98,40.12,22.95,41.87,42.8,47.15,-4.35
73,GILD,65.29,65.14,56.65,67.97,13.03,17.38,-4.35
1169,SFNC,25.29,25.18,14.51,26.28,42.37,46.74,-4.37
2140,ELAN,27.09,27.25,16.68,28.45,38.79,43.19,-4.4
845,ALLE,115.43,112.01,78.6,117.03,29.83,34.31,-4.48
857,LEE,1.85,1.84,0.72,1.92,60.81,65.32,-4.51
2372,MRAM,5.64,5.72,2.17,5.98,62.07,66.59,-4.52
2362,MTW,13.92,14.25,7.38,14.9,48.2,52.78,-4.57
760,EDRY,7.99,7.99,3.28,8.35,58.92,63.49,-4.57
1986,CAH,50.61,50.57,41.0,52.91,18.92,23.55,-4.63
2393,CBT,46.47,45.99,21.08,48.12,54.16,58.8,-4.64
2939,VOYA,55.02,55.78,30.36,58.38,45.57,50.23,-4.66
2329,GNE,7.6,7.72,5.51,8.08,28.62,33.29,-4.67
1276,ITGR,75.95,76.43,47.2,80.01,38.25,42.93,-4.68
394,BAC,31.84,31.61,18.08,33.09,42.8,47.49,-4.7
2974,PDCE,25.09,25.74,5.01,26.95,80.54,85.24,-4.71
2048,INVA,11.62,12.0,8.11,12.57,32.42,37.17,-4.75
970,MCD,197.12,201.82,137.1,211.58,32.07,36.9,-4.84
965,RY,80.64,80.18,49.61,84.09,38.13,43.0,-4.88
806,YORW,43.41,43.06,35.6,45.17,17.32,22.23,-4.9
1422,CHEK,1.75,1.73,0.26,1.82,84.78,89.7,-4.92
3062,CNTY,7.87,7.9,1.08,8.29,86.32,91.3,-4.98
3232,AA,20.76,20.76,5.48,21.8,73.6,78.61,-5.0
1015,IOSP,94.6,94.54,61.37,99.31,35.09,40.13,-5.05
2667,RSG,87.08,87.36,66.26,91.78,24.16,29.21,-5.05
1407,MIME,40.27,40.91,27.55,42.98,32.66,37.72,-5.06
1779,ATH,43.61,43.06,16.11,45.27,62.59,67.71,-5.12
2270,TLYS,10.23,10.47,3.61,11.01,65.53,70.65,-5.12
1823,SC,24.95,24.71,10.11,25.98,59.08,64.24,-5.16
558,FSBW,56.81,56.33,29.5,59.24,47.63,52.79,-5.16
440,NVT,23.27,22.92,12.51,24.12,45.43,50.64,-5.22
466,WBS,48.01,48.01,18.42,50.53,61.63,66.88,-5.25
3225,TRV,136.49,138.9,81.69,146.2,41.19,46.44,-5.26
